"mppcv";"Stofcv";"ppid";"hyr_";"hyrcv_";"mpcv_";"mppnm_";"ppq";"ppgal";"InRank";"StofNm_";"Dim";"InX";"InQ";"InU";"Add";"InBasQ";"InBasU";"InQ2";"InU2";"Amb";"Hosp"
"2970721";"01990";"1";"OMFA";"0014837";"32847-2477";"Spycra Protect verband 10x (5x7,5cm)";0;"verband";1;"geen actieve ingrediënten";"5 x 7,5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"0315523";"01441";"1";"OAAM";"0013847";"3608-265";"Braunoderm 9,1/455 cut. spray oploss. (alc.) 250ml";0;"cut. spray oploss. (alc.)";1;"povidon-jood";;;9.1000;"mg";"/";1.0000;"ml";0.0000;;true;false
"0315523";"00955";"1";"OAAM";"0013847";"3608-265";"Braunoderm 9,1/455 cut. spray oploss. (alc.) 250ml";0;"cut. spray oploss. (alc.)";2;"isopropanol";;;455.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3326071";"01673";"1";"GBAC";"0006213";"25841-885";"Tamsulosine Teva (Impexeco) harde caps. geregul. afgifte 200x 0,4mg";0;"harde caps. geregul. afgifte";1;"tamsulosine hydrochloride";;;0.4000;"mg";;0.0000;;0.0000;;true;false
"3052982";"00888";"1";"IAABB";"0006866";"3822-885";"Brufen (Impexeco) filmomh. tabl. Forte 30x 600mg";0;"filmomh. tabl. Forte";1;"ibuprofen";;;600.0000;"mg";;0.0000;;0.0000;;true;false
"3163128";"00640";"1";"FCBAA";"0005702";"398-885";"Activelle (Impexeco) 1/0,5 filmomh. tabl. 3x28";0;"filmomh. tabl.";1;"estradiol";;;1.0000;"mg";;0.0000;;0.0000;;true;false
"3163128";"01289";"1";"FCBAA";"0005702";"398-885";"Activelle (Impexeco) 1/0,5 filmomh. tabl. 3x28";0;"filmomh. tabl.";2;"norethisteron acetaat";;;0.5000;"mg";;0.0000;;0.0000;;true;false
"3350402";"01451";"1";"JAAT";"0007674";"16055-885";"Lysanxia (Impexeco) tabl. (deelb.) 50x 10mg";0;"tabl. (deelb.)";1;"prazepam";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3203403";"01094";"1";"KCAA";"0010561";"28662-885";"Vermox (Impexeco) tabl. (deelb.) 6x 100mg";0;"tabl. (deelb.)";1;"mebendazol";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"0900050";"00649";"1";"OAAH";"0025346";"32714-489";"Ethanol Gedenatureerd Conforma cut. oploss. (alc.) 70% 250ml";0;"cut. oploss. (alc.) 70%";1;"ethanol";;;0.0000;;;0.0000;;0.0000;;true;false
"3146263";"02044";"1";"LCBOA";"0025239";"32185-935";"Sylvant inf. oploss. conc. (pdr.) i.v. [flac.] 1x 100mg";0;"inf. oploss. conc. (pdr.) i.v. [flac.]";1;"siltuximab";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"3146271";"02044";"1";"LCBOA";"0025239";"32185-935";"Sylvant inf. oploss. conc. (pdr.) i.v. [flac.] 1x 400mg";0;"inf. oploss. conc. (pdr.) i.v. [flac.]";1;"siltuximab";;;400.0000;"mg";;0.0000;;0.0000;;true;false
"0137851";"01180";"1";"OACC";"0014076";"7039-943";"Daktarin cut. poeder 20g 20mg/1g";0;"cut. poeder";1;"miconazol nitraat";;;20.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"0681262";"01990";"1";"OMBA";"0014753";"8433-2253";"Duoderm E verband 3x (20x20cm)";0;"verband";1;"geen actieve ingrediënten";"20 x 20 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1543925";"01990";"1";"OMBA";"0014753";"28027-1917";"Urgomed verband 5x (5x7cm)";0;"verband";1;"geen actieve ingrediënten";"5 x 7 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1544451";"01990";"1";"OMAA";"0014738";"25528-2295";"Suprasorb A verband 10x (10x10cm)";0;"verband";1;"geen actieve ingrediënten";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1544501";"01990";"1";"OMBA";"0014753";"25551-2295";"Suprasorb H verband 5x (20x20cm)";0;"verband";1;"geen actieve ingrediënten";"20 x 20 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1544527";"01990";"1";"OMBA";"0014753";"25551-2295";"Suprasorb H verband Fijn 10x (5x20cm)";0;"verband Fijn";1;"geen actieve ingrediënten";"5 x 20 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1544550";"01990";"1";"OMBA";"0014753";"25551-2295";"Suprasorb H verband Fijn 5x (20x20cm)";0;"verband Fijn";1;"geen actieve ingrediënten";"20 x 20 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3463304";"02309";"1";"JDB";"0026179";"33704-1727";"Intuniv tabl. verl. afgifte 28x 3mg";0;"tabl. verl. afgifte";1;"guanfacine";;;3.0000;"mg";;0.0000;;0.0000;;true;false
"2980175";"00703";"1";"HCAB";"0006601";"8755-1818";"Effentora bucc. tabl. 28x 100µg";0;"bucc. tabl.";1;"fentanyl";;;100.0000;"µg";;0.0000;;0.0000;;true;false
"2980183";"00703";"1";"HCAB";"0006601";"8755-1818";"Effentora bucc. tabl. 28x 200µg";0;"bucc. tabl.";1;"fentanyl";;;200.0000;"µg";;0.0000;;0.0000;;true;false
"2980191";"00703";"1";"HCAB";"0006601";"8755-1818";"Effentora bucc. tabl. 28x 400µg";0;"bucc. tabl.";1;"fentanyl";;;400.0000;"µg";;0.0000;;0.0000;;true;false
"2980209";"00703";"1";"HCAB";"0006601";"8755-1818";"Effentora bucc. tabl. 28x 600µg";0;"bucc. tabl.";1;"fentanyl";;;600.0000;"µg";;0.0000;;0.0000;;true;false
"2980217";"00703";"1";"HCAB";"0006601";"8755-1818";"Effentora bucc. tabl. 28x 800µg";0;"bucc. tabl.";1;"fentanyl";;;800.0000;"µg";;0.0000;;0.0000;;true;false
"0316331";"01050";"1";"RBE";"0021014";"31286-2337";"Lignospan 20/12,5 inj. oploss. [patr.] 50x1,8ml";0;"inj. oploss. oromuc./s.mucos. [patr.]";1;"lidocaïne hydrochloride";;;20.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"0316331";"00609";"1";"RBE";"0021014";"31286-2337";"Lignospan 20/12,5 inj. oploss. [patr.] 50x1,8ml";0;"inj. oploss. oromuc./s.mucos. [patr.]";2;"epinefrine";;;12.5000;"µg";"/";1.0000;"ml";0.0000;;true;false
"2408193";"01990";"1";"OMAA";"0014738";"935-1750";"Algisite M verband 3x (15x15cm)";0;"verband";1;"geen actieve ingrediënten";"15 x 15 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2753218";"01314";"1";"CAABC";"0002576";"19877-1529";"Omeprazole EG (PIP) harde maagsapresist. caps. 100x 20mg";0;"harde maagsapresist. caps.";1;"omeprazol";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"0039123";"00449";"1";"MAAA";"0012583";"9100-281";"Endoxan inj./inf. oploss. (pdr.) i.v. [flac.] 5x 500mg";0;"inj./inf. oploss. (pdr.) i.v. [flac.]";1;"cyclofosfamide";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"2408425";"01990";"1";"OMGA";"0014852";"4408-1750";"Carbonet verband 10x (10x10cm)";0;"verband";1;"geen actieve ingrediënten";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2480374";"01990";"1";"OMDA";"0014795";"6718-2238";"Curafil gel 1x28g";0;"gel";1;"geen actieve ingrediënten";;;0.0000;;;0.0000;;0.0000;;true;false
"0316349";"01130";"1";"RBE";"0021014";"31310-2337";"Scandonest inj. oploss. Zonder Vaatvernauwer [patr.] 50x1,8ml 30mg/1ml";0;"inj. oploss. oromuc./s.mucos. Zonder Vaatvernauwer [patr.]";1;"mepivacaïne hydrochloride";;;30.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3494796";"00908";"1";"MGA";"0013227";"33787-2303";"Imatinib Krka filmomh. tabl. 30x 400mg";0;"filmomh. tabl.";1;"imatinib";;;400.0000;"mg";;0.0000;;0.0000;;true;false
"1711886";"01049";"1";"RBD";"0021006";"31443-2337";"Xylonor 50/1,5 geïmpr. wattenschijfjes Pellets 200x";0;"gingiv./oromuc. geïmpr. wattenschijfjes Pellets";1;"lidocaïne";;;50.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"1711886";"00328";"1";"RBD";"0021006";"31443-2337";"Xylonor 50/1,5 geïmpr. wattenschijfjes Pellets 200x";0;"gingiv./oromuc. geïmpr. wattenschijfjes Pellets";2;"cetrimide";;;1.5000;"mg";"/";1.0000;"g";0.0000;;true;false
"0900001";"01049";"1";"RBD";"0021006";"31427-2345";"Oraqix 25/25 p.odont. gel [patr.] 20x1,7g";0;"p.odont. gel [patr.]";1;"lidocaïne";;;25.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"0900001";"01459";"1";"RBD";"0021006";"31427-2345";"Oraqix 25/25 p.odont. gel [patr.] 20x1,7g";0;"p.odont. gel [patr.]";2;"prilocaïne";;;25.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"3196094";"02015";"1";"RBE";"0021014";"31344-2345";"Ubistesin Adrenaline 40/10 inj. oploss. dent. [patr.] 50x1,7ml";0;"inj. oploss. dent. [patr.]";1;"articaïne hydrochloride";;;40.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3196094";"00608";"1";"RBE";"0021014";"31344-2345";"Ubistesin Adrenaline 40/10 inj. oploss. dent. [patr.] 50x1,7ml";0;"inj. oploss. dent. [patr.]";2;"epinefrine";;;10.0000;"µg";"/";1.0000;"ml";0.0000;;true;false
"3196102";"02015";"1";"RBE";"0021014";"31344-2345";"Ubistesin Adrenaline 40/5 inj. oploss. dent. [patr.] 50x1,7ml";0;"inj. oploss. dent. [patr.]";1;"articaïne hydrochloride";;;40.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3196102";"00608";"1";"RBE";"0021014";"31344-2345";"Ubistesin Adrenaline 40/5 inj. oploss. dent. [patr.] 50x1,7ml";0;"inj. oploss. dent. [patr.]";2;"epinefrine";;;5.0000;"µg";"/";1.0000;"ml";0.0000;;true;false
"0900035";"02018";"1";"RBD";"0021006";"31419-2378";"Hurricaine gel 28,5g 200mg/1g";0;"gingiv./oromuc. gel";1;"benzocaïne";;;200.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"3373594";"01314";"1";"CAABC";"0002576";"19851-1529";"Omeprazol Sandoz (PIP) harde maagsapresist. caps. 98x 20mg";0;"harde maagsapresist. caps.";1;"omeprazol";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"3164241";"00888";"1";"IAABB";"0006866";"19471-885";"Nurofen (Impexeco) omh. tabl. 30x 400mg";0;"omh. tabl.";1;"ibuprofen";;;400.0000;"mg";;0.0000;;0.0000;;true;false
"3143658";"00247";"1";"JAAC";"0007500";"14845-885";"Lendormin (Impexeco) tabl. (deelb.) 30x 0,25mg";0;"tabl. (deelb.)";1;"brotizolam";;;0.2500;"mg";;0.0000;;0.0000;;true;false
"3463312";"02309";"1";"JDB";"0026179";"33704-1727";"Intuniv tabl. verl. afgifte 28x 2mg";0;"tabl. verl. afgifte";1;"guanfacine";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"3463296";"02309";"1";"JDB";"0026179";"33704-1727";"Intuniv tabl. verl. afgifte 28x 4mg";0;"tabl. verl. afgifte";1;"guanfacine";;;4.0000;"mg";;0.0000;;0.0000;;true;false
"3479037";"01913";"1";"KDEJ";"0026161";"33720-794";"Epclusa 400/100 filmomh. tabl. 28x";0;"filmomh. tabl.";1;"sofosbuvir";;;400.0000;"mg";;0.0000;;0.0000;;true;false
"3479037";"02312";"1";"KDEJ";"0026161";"33720-794";"Epclusa 400/100 filmomh. tabl. 28x";0;"filmomh. tabl.";2;"velpatasvir";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"1152743";"00813";"1";"LAALA";"0011486";"25130-2097";"Stamaril inj. susp. (pdr.+solv.) [flac.+voorgev. spuit] 1dos.";0;"inj. susp. (pdr. + solv.) i.m./s.c. [flac. + voorgev. spuit]";1;"gelekoortsvirus (levend verzwakt)";;;0.0000;;;0.0000;;0.0000;;true;false
"3463270";"02309";"1";"JDB";"0026179";"33704-1727";"Intuniv tabl. verl. afgifte 28x 1mg";0;"tabl. verl. afgifte";1;"guanfacine";;;1.0000;"mg";;0.0000;;0.0000;;true;false
"3412632";"01397";"1";"AADI";"0020628";"27581-885";"Triplixam (Impexeco) 10/2,5/5 filmomh. tabl. 90x";0;"filmomh. tabl.";1;"perindopril arginine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3412632";"00920";"1";"AADI";"0020628";"27581-885";"Triplixam (Impexeco) 10/2,5/5 filmomh. tabl. 90x";0;"filmomh. tabl.";2;"indapamide";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"3412632";"00094";"1";"AADI";"0020628";"27581-885";"Triplixam (Impexeco) 10/2,5/5 filmomh. tabl. 90x";0;"filmomh. tabl.";3;"amlodipine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3377322";"00634";"1";"JCAAB";"0008177";"9449-885";"Escitalopram Sandoz (Impexeco) filmomh. tabl. (deelb.) 56x 20mg";0;"filmomh. tabl. (deelb.)";1;"escitalopram";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"3377330";"00634";"1";"JCAAB";"0008177";"9449-885";"Escitalopram Sandoz (Impexeco) filmomh. tabl. (deelb.) 98x 20mg";0;"filmomh. tabl. (deelb.)";1;"escitalopram";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"0033423";"01180";"1";"OBEB";"0014340";"7021-943";"Daktacort 20/10 crème 15g";0;"crème";1;"miconazol nitraat";;;20.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"0033423";"00867";"1";"OBEB";"0014340";"7021-943";"Daktacort 20/10 crème 15g";0;"crème";2;"hydrocortison";;;10.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"2324911";"00227";"1";"LACAA";"0018358";"16113-1263";"M.M.R. VaxPro inj. susp. (pdr.+solv.) [flac.+voorgev. spuit] 1dos.";0;"inj. susp. (pdr. + solv.) i.m./s.c. [flac. + voorgev. spuit]";1;"bofvirus (levend verzwakt)";;;0.0000;;;0.0000;;0.0000;;true;false
"2324911";"01093";"1";"LACAA";"0018358";"16113-1263";"M.M.R. VaxPro inj. susp. (pdr.+solv.) [flac.+voorgev. spuit] 1dos.";0;"inj. susp. (pdr. + solv.) i.m./s.c. [flac. + voorgev. spuit]";2;"mazelenvirus (levend verzwakt)";;;0.0000;;;0.0000;;0.0000;;true;false
"2324911";"01575";"1";"LACAA";"0018358";"16113-1263";"M.M.R. VaxPro inj. susp. (pdr.+solv.) [flac.+voorgev. spuit] 1dos.";0;"inj. susp. (pdr. + solv.) i.m./s.c. [flac. + voorgev. spuit]";3;"rubellavirus (levend verzwakt)";;;0.0000;;;0.0000;;0.0000;;true;false
"2476083";"01102";"1";"FBBBA";"0018192";"24059-1446";"Sayana inj. susp. s.c. [voorgev. spuit] 1x 104mg/0,65ml";0;"inj. susp. s.c. [voorgev. spuit]";1;"medroxyprogesteron acetaat";;;104.0000;"mg";"/";0.6500;"ml";0.0000;;true;false
"2716884";"01786";"1";"ECGE";"0005892";"11932-661";"Gonapeptyl inj. oploss. s.c. Daily [voorgev. spuit] 7x 0,1mg/1ml";0;"inj. oploss. s.c. Daily [voorgev. spuit]";1;"triptoreline";;;0.1000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3461290";"00908";"1";"MGA";"0013227";"33795-1818";"Imatinib Teva filmomh. tabl. (deelb.) 30x 400mg";0;"filmomh. tabl. (deelb.)";1;"imatinib";;;400.0000;"mg";;0.0000;;0.0000;;true;false
"3050176";"00230";"1";"LACIA";"0018481";"12328-2097";"Hexyon inj. susp. i.m. [voorgev. spuit] 1x0,5ml";0;"inj. susp. i.m. [voorgev. spuit]";1;"Bordetella pertussis (antigenen)";;;0.0000;;;0.0000;;0.0000;;true;false
"3050176";"00522";"1";"LACIA";"0018481";"12328-2097";"Hexyon inj. susp. i.m. [voorgev. spuit] 1x0,5ml";0;"inj. susp. i.m. [voorgev. spuit]";2;"difterie-anatoxine";;;0.0000;;;0.0000;;0.0000;;true;false
"3050176";"00845";"1";"LACIA";"0018481";"12328-2097";"Hexyon inj. susp. i.m. [voorgev. spuit] 1x0,5ml";0;"inj. susp. i.m. [voorgev. spuit]";3;"Haemophilus influenzae type b (polysachariden, geconjugeerd)";;;0.0000;;;0.0000;;0.0000;;true;false
"3050176";"00855";"1";"LACIA";"0018481";"12328-2097";"Hexyon inj. susp. i.m. [voorgev. spuit] 1x0,5ml";0;"inj. susp. i.m. [voorgev. spuit]";4;"hepatitis B-virus (oppervlakte-antigenen)";;;0.0000;;;0.0000;;0.0000;;true;false
"3050176";"01432";"1";"LACIA";"0018481";"12328-2097";"Hexyon inj. susp. i.m. [voorgev. spuit] 1x0,5ml";0;"inj. susp. i.m. [voorgev. spuit]";5;"poliomyelitisvirus types I, II, III (geïnactiveerd)";;;0.0000;;;0.0000;;0.0000;;true;false
"3050176";"01706";"1";"LACIA";"0018481";"12328-2097";"Hexyon inj. susp. i.m. [voorgev. spuit] 1x0,5ml";0;"inj. susp. i.m. [voorgev. spuit]";6;"tetanus-anatoxine";;;0.0000;;;0.0000;;0.0000;;true;false
"2446680";"01207";"1";"HCAG";"0006593";"17772-1784";"Morphine HCL Sterop inj./inf. oploss. [amp.] 10x 20mg/1ml";0;"inj./inf. oploss. i.m./i.v./s.c./i.thec./epidur. [amp.]";1;"morfine hydrochloride";;;20.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3426475";"00409";"1";"JCBAB";"0016501";"1628-885";"Anafranil (Impexeco) tabl. verl. afgifte (deelb.) Retard Divitabs 42x 75mg";0;"tabl. verl. afgifte (deelb.) Retard Divitabs";1;"clomipramine hydrochloride";;;75.0000;"mg";;0.0000;;0.0000;;true;false
"3429644";"02067";"1";"JFDA";"0008631";"33183-612";"Rasagiline EG filmomh. tabl. 112x 1mg";0;"filmomh. tabl.";1;"rasagiline";;;1.0000;"mg";;0.0000;;0.0000;;true;false
"3425600";"01800";"1";"CCAA";"0002741";"33118-182";"Ursodeoxycholic Acid Amdipharm harde caps. 100x 250mg";0;"harde caps.";1;"ursodesoxycholzuur";;;250.0000;"mg";;0.0000;;0.0000;;true;false
"3429636";"02067";"1";"JFDA";"0008631";"33183-612";"Rasagiline EG filmomh. tabl. 28x 1mg";0;"filmomh. tabl.";1;"rasagiline";;;1.0000;"mg";;0.0000;;0.0000;;true;false
"0056341";"01133";"1";"OAAJ";"0013938";"16436-1602";"Medichrom cut. oploss. 30ml 20mg/1ml";0;"cut. oploss.";1;"merbromine";;;20.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
